NAME,total_population,median_household_income,state,county,tract,GEOID,city
Census Tract 1067.02; Maricopa County; Arizona,1323,72212,04,013,106702,04013106702,Phoenix
Census Tract 1067.03; Maricopa County; Arizona,2432,101165,04,013,106703,04013106703,Phoenix
Census Tract 1068.01; Maricopa County; Arizona,4581,32229,04,013,106801,04013106801,Phoenix
Census Tract 1068.02; Maricopa County; Arizona,3486,64931,04,013,106802,04013106802,Phoenix
Census Tract 1069; Maricopa County; Arizona,7578,59475,04,013,106900,04013106900,Phoenix
Census Tract 1070.01; Maricopa County; Arizona,4754,54136,04,013,107001,04013107001,Phoenix
Census Tract 1070.02; Maricopa County; Arizona,3810,65395,04,013,107002,04013107002,Phoenix
Census Tract 1071.01; Maricopa County; Arizona,4950,90117,04,013,107101,04013107101,Phoenix
Census Tract 1071.02; Maricopa County; Arizona,4639,46881,04,013,107102,04013107102,Phoenix
Census Tract 1072.01; Maricopa County; Arizona,4879,29615,04,013,107201,04013107201,Phoenix
Census Tract 1072.02; Maricopa County; Arizona,5132,86602,04,013,107202,04013107202,Phoenix
Census Tract 1073; Maricopa County; Arizona,6528,70274,04,013,107300,04013107300,Phoenix
Census Tract 1074.01; Maricopa County; Arizona,2501,95521,04,013,107401,04013107401,Phoenix
Census Tract 1074.02; Maricopa County; Arizona,1380,38125,04,013,107402,04013107402,Phoenix
Census Tract 1074.03; Maricopa County; Arizona,2340,51466,04,013,107403,04013107403,Phoenix
Census Tract 1074.04; Maricopa County; Arizona,1478,27604,04,013,107404,04013107404,Phoenix
Census Tract 1075; Maricopa County; Arizona,3520,108542,04,013,107500,04013107500,Phoenix
Census Tract 1076.01; Maricopa County; Arizona,3177,53210,04,013,107601,04013107601,Phoenix
Census Tract 1076.02; Maricopa County; Arizona,2831,115694,04,013,107602,04013107602,Phoenix
Census Tract 1077; Maricopa County; Arizona,3903,89043,04,013,107700,04013107700,Phoenix
Census Tract 1078; Maricopa County; Arizona,2390,109338,04,013,107800,04013107800,Phoenix
Census Tract 1079; Maricopa County; Arizona,3532,107559,04,013,107900,04013107900,Phoenix
Census Tract 1080; Maricopa County; Arizona,3129,250001,04,013,108000,04013108000,Phoenix
Census Tract 1081; Maricopa County; Arizona,2154,102278,04,013,108100,04013108100,Phoenix
Census Tract 1082; Maricopa County; Arizona,3363,108750,04,013,108200,04013108200,Phoenix
Census Tract 1083.01; Maricopa County; Arizona,3855,125792,04,013,108301,04013108301,Phoenix
Census Tract 1083.02; Maricopa County; Arizona,2688,76181,04,013,108302,04013108302,Phoenix
Census Tract 1084; Maricopa County; Arizona,5776,86465,04,013,108400,04013108400,Phoenix
Census Tract 1085.01; Maricopa County; Arizona,2723,72750,04,013,108501,04013108501,Phoenix
Census Tract 1085.02; Maricopa County; Arizona,3735,106149,04,013,108502,04013108502,Phoenix
Census Tract 1086.01; Maricopa County; Arizona,2454,59135,04,013,108601,04013108601,Phoenix
Census Tract 1086.02; Maricopa County; Arizona,6344,58013,04,013,108602,04013108602,Phoenix
Census Tract 1088.02; Maricopa County; Arizona,2203,70066,04,013,108802,04013108802,Phoenix
Census Tract 1089.01; Maricopa County; Arizona,2518,69583,04,013,108901,04013108901,Phoenix
Census Tract 1089.02; Maricopa County; Arizona,5212,49615,04,013,108902,04013108902,Phoenix
Census Tract 1090.01; Maricopa County; Arizona,5330,49375,04,013,109001,04013109001,Phoenix
Census Tract 1090.02; Maricopa County; Arizona,3906,52800,04,013,109002,04013109002,Phoenix
Census Tract 1090.03; Maricopa County; Arizona,6331,43345,04,013,109003,04013109003,Phoenix
Census Tract 1091.01; Maricopa County; Arizona,3626,61688,04,013,109101,04013109101,Phoenix
Census Tract 1091.02; Maricopa County; Arizona,7010,65959,04,013,109102,04013109102,Phoenix
Census Tract 1092; Maricopa County; Arizona,4711,44080,04,013,109200,04013109200,Phoenix
Census Tract 1093; Maricopa County; Arizona,4473,80733,04,013,109300,04013109300,Phoenix
Census Tract 1094.01; Maricopa County; Arizona,3224,41265,04,013,109401,04013109401,Phoenix
Census Tract 1094.02; Maricopa County; Arizona,4721,76141,04,013,109402,04013109402,Phoenix
Census Tract 1095; Maricopa County; Arizona,5950,81058,04,013,109500,04013109500,Phoenix
Census Tract 1096.01; Maricopa County; Arizona,4480,47483,04,013,109601,04013109601,Phoenix
Census Tract 1096.02; Maricopa County; Arizona,8004,63937,04,013,109602,04013109602,Phoenix
Census Tract 1096.03; Maricopa County; Arizona,3892,75924,04,013,109603,04013109603,Phoenix
Census Tract 1096.04; Maricopa County; Arizona,4332,65571,04,013,109604,04013109604,Phoenix
Census Tract 1097.02; Maricopa County; Arizona,5571,58523,04,013,109702,04013109702,Phoenix
Census Tract 1097.03; Maricopa County; Arizona,3010,53681,04,013,109703,04013109703,Phoenix
Census Tract 1097.04; Maricopa County; Arizona,2530,56118,04,013,109704,04013109704,Phoenix
Census Tract 1097.05; Maricopa County; Arizona,1840,96111,04,013,109705,04013109705,Phoenix
Census Tract 1097.06; Maricopa County; Arizona,3324,60071,04,013,109706,04013109706,Phoenix
Census Tract 1097.07; Maricopa County; Arizona,4833,46798,04,013,109707,04013109707,Phoenix
Census Tract 1098.01; Maricopa County; Arizona,4593,42260,04,013,109801,04013109801,Phoenix
Census Tract 1098.02; Maricopa County; Arizona,4342,73023,04,013,109802,04013109802,Phoenix
Census Tract 1099; Maricopa County; Arizona,7204,57222,04,013,109900,04013109900,Phoenix
Census Tract 1100.01; Maricopa County; Arizona,4619,72250,04,013,110001,04013110001,Phoenix
Census Tract 1100.02; Maricopa County; Arizona,5037,65107,04,013,110002,04013110002,Phoenix
Census Tract 1101; Maricopa County; Arizona,6855,57056,04,013,110100,04013110100,Phoenix
Census Tract 1104; Maricopa County; Arizona,5329,62672,04,013,110400,04013110400,Phoenix
Census Tract 1105.01; Maricopa County; Arizona,3780,54820,04,013,110501,04013110501,Phoenix
Census Tract 1105.02; Maricopa County; Arizona,3911,68333,04,013,110502,04013110502,Phoenix
Census Tract 1106; Maricopa County; Arizona,4964,71450,04,013,110600,04013110600,Phoenix
Census Tract 1107.01; Maricopa County; Arizona,2311,64962,04,013,110701,04013110701,Phoenix
Census Tract 1107.02; Maricopa County; Arizona,4367,66078,04,013,110702,04013110702,Phoenix
Census Tract 1108.01; Maricopa County; Arizona,4942,74982,04,013,110801,04013110801,Phoenix
Census Tract 1108.02; Maricopa County; Arizona,2465,85220,04,013,110802,04013110802,Phoenix
Census Tract 1109.01; Maricopa County; Arizona,3743,60462,04,013,110901,04013110901,Phoenix
Census Tract 1109.02; Maricopa County; Arizona,4635,78497,04,013,110902,04013110902,Phoenix
Census Tract 1110; Maricopa County; Arizona,4593,105336,04,013,111000,04013111000,Phoenix
Census Tract 1111; Maricopa County; Arizona,4717,99787,04,013,111100,04013111100,Phoenix
Census Tract 1112.01; Maricopa County; Arizona,6379,53798,04,013,111201,04013111201,Phoenix
Census Tract 1112.02; Maricopa County; Arizona,1782,70840,04,013,111202,04013111202,Phoenix
Census Tract 1112.03; Maricopa County; Arizona,2180,50833,04,013,111203,04013111203,Phoenix
Census Tract 1112.04; Maricopa County; Arizona,3619,87733,04,013,111204,04013111204,Phoenix
Census Tract 1113; Maricopa County; Arizona,6026,75101,04,013,111300,04013111300,Phoenix
Census Tract 1114.01; Maricopa County; Arizona,4322,81150,04,013,111401,04013111401,Phoenix
Census Tract 1114.02; Maricopa County; Arizona,3545,62734,04,013,111402,04013111402,Phoenix
Census Tract 1115.01; Maricopa County; Arizona,2013,42813,04,013,111501,04013111501,Phoenix
Census Tract 1115.02; Maricopa County; Arizona,5797,53714,04,013,111502,04013111502,Phoenix
Census Tract 1116.01; Maricopa County; Arizona,3241,69215,04,013,111601,04013111601,Phoenix
Census Tract 1116.02; Maricopa County; Arizona,4305,63098,04,013,111602,04013111602,Phoenix
Census Tract 1117; Maricopa County; Arizona,4760,93333,04,013,111700,04013111700,Phoenix
Census Tract 1118; Maricopa County; Arizona,4478,96622,04,013,111800,04013111800,Phoenix
Census Tract 1119; Maricopa County; Arizona,2495,138241,04,013,111900,04013111900,Phoenix
Census Tract 1121; Maricopa County; Arizona,3920,64375,04,013,112100,04013112100,Phoenix
Census Tract 1122.01; Maricopa County; Arizona,4427,57052,04,013,112201,04013112201,Phoenix
Census Tract 1122.02; Maricopa County; Arizona,4405,46174,04,013,112202,04013112202,Phoenix
Census Tract 1123.01; Maricopa County; Arizona,5674,49849,04,013,112301,04013112301,Phoenix
Census Tract 1123.02; Maricopa County; Arizona,6865,60224,04,013,112302,04013112302,Phoenix
Census Tract 1124.01; Maricopa County; Arizona,6162,56846,04,013,112401,04013112401,Phoenix
Census Tract 1124.02; Maricopa County; Arizona,5801,76779,04,013,112402,04013112402,Phoenix
Census Tract 1125.02; Maricopa County; Arizona,5499,77646,04,013,112502,04013112502,Phoenix
Census Tract 1125.04; Maricopa County; Arizona,3720,68409,04,013,112504,04013112504,Phoenix
Census Tract 1125.07; Maricopa County; Arizona,2954,42097,04,013,112507,04013112507,Phoenix
Census Tract 1125.08; Maricopa County; Arizona,2563,70469,04,013,112508,04013112508,Phoenix
Census Tract 1125.10; Maricopa County; Arizona,4600,90929,04,013,112510,04013112510,Phoenix
Census Tract 1125.12; Maricopa County; Arizona,807,42656,04,013,112512,04013112512,Phoenix
Census Tract 1125.14; Maricopa County; Arizona,4804,95929,04,013,112514,04013112514,Phoenix
Census Tract 1125.15; Maricopa County; Arizona,4765,68338,04,013,112515,04013112515,Phoenix
Census Tract 1125.16; Maricopa County; Arizona,4476,61401,04,013,112516,04013112516,Phoenix
Census Tract 1125.17; Maricopa County; Arizona,5106,80568,04,013,112517,04013112517,Phoenix
Census Tract 1125.18; Maricopa County; Arizona,5416,98992,04,013,112518,04013112518,Phoenix
Census Tract 1125.19; Maricopa County; Arizona,4611,47379,04,013,112519,04013112519,Phoenix
Census Tract 1125.20; Maricopa County; Arizona,4415,80515,04,013,112520,04013112520,Phoenix
Census Tract 1125.21; Maricopa County; Arizona,3253,48700,04,013,112521,04013112521,Phoenix
Census Tract 1125.22; Maricopa County; Arizona,6576,70191,04,013,112522,04013112522,Phoenix
Census Tract 1125.23; Maricopa County; Arizona,4192,57813,04,013,112523,04013112523,Phoenix
Census Tract 1125.24; Maricopa County; Arizona,5214,46148,04,013,112524,04013112524,Phoenix
Census Tract 1126.01; Maricopa County; Arizona,3286,30735,04,013,112601,04013112601,Phoenix
Census Tract 1126.02; Maricopa County; Arizona,8475,47188,04,013,112602,04013112602,Phoenix
Census Tract 1127; Maricopa County; Arizona,7563,54845,04,013,112700,04013112700,Phoenix
Census Tract 1129; Maricopa County; Arizona,4517,58250,04,013,112900,04013112900,Phoenix
Census Tract 1130; Maricopa County; Arizona,4262,88765,04,013,113000,04013113000,Phoenix
Census Tract 1131; Maricopa County; Arizona,6609,38623,04,013,113100,04013113100,Phoenix
Census Tract 1132.01; Maricopa County; Arizona,2106,61724,04,013,113201,04013113201,Phoenix
Census Tract 1132.02; Maricopa County; Arizona,2087,50857,04,013,113202,04013113202,Phoenix
Census Tract 1132.04; Maricopa County; Arizona,2383,61111,04,013,113204,04013113204,Phoenix
Census Tract 1133.01; Maricopa County; Arizona,3055,25296,04,013,113301,04013113301,Phoenix
Census Tract 1135.02; Maricopa County; Arizona,2775,41313,04,013,113502,04013113502,Phoenix
Census Tract 1135.03; Maricopa County; Arizona,4501,64527,04,013,113503,04013113503,Phoenix
Census Tract 1136.01; Maricopa County; Arizona,4299,55592,04,013,113601,04013113601,Phoenix
Census Tract 1136.02; Maricopa County; Arizona,4200,42063,04,013,113602,04013113602,Phoenix
Census Tract 1137.01; Maricopa County; Arizona,6136,50372,04,013,113701,04013113701,Phoenix
Census Tract 1137.02; Maricopa County; Arizona,2389,62557,04,013,113702,04013113702,Phoenix
Census Tract 1138; Maricopa County; Arizona,2610,68227,04,013,113800,04013113800,Phoenix
Census Tract 1139; Maricopa County; Arizona,1330,23232,04,013,113900,04013113900,Phoenix
Census Tract 1140; Maricopa County; Arizona,1801,48523,04,013,114000,04013114000,Phoenix
Census Tract 1141; Maricopa County; Arizona,2605,72895,04,013,114100,04013114100,Phoenix
Census Tract 1142; Maricopa County; Arizona,938,32452,04,013,114200,04013114200,Phoenix
Census Tract 1143.01; Maricopa County; Arizona,911,50457,04,013,114301,04013114301,Phoenix
Census Tract 1143.02; Maricopa County; Arizona,2593,31484,04,013,114302,04013114302,Phoenix
Census Tract 1144.01; Maricopa County; Arizona,1640,44250,04,013,114401,04013114401,Phoenix
Census Tract 1144.02; Maricopa County; Arizona,1904,64625,04,013,114402,04013114402,Phoenix
Census Tract 1145; Maricopa County; Arizona,3840,41461,04,013,114500,04013114500,Phoenix
Census Tract 1146; Maricopa County; Arizona,1754,40521,04,013,114600,04013114600,Phoenix
Census Tract 1147.04; Maricopa County; Arizona,2019,34034,04,013,114704,04013114704,Phoenix
Census Tract 1147.05; Maricopa County; Arizona,3783,-666666666,04,013,114705,04013114705,Phoenix
Census Tract 1148; Maricopa County; Arizona,3031,60481,04,013,114800,04013114800,Phoenix
Census Tract 1149; Maricopa County; Arizona,3008,25306,04,013,114900,04013114900,Phoenix
Census Tract 1152; Maricopa County; Arizona,3545,61250,04,013,115200,04013115200,Phoenix
Census Tract 1153; Maricopa County; Arizona,2567,36106,04,013,115300,04013115300,Phoenix
Census Tract 1154; Maricopa County; Arizona,1706,45000,04,013,115400,04013115400,Phoenix
Census Tract 1155; Maricopa County; Arizona,3712,45206,04,013,115500,04013115500,Phoenix
Census Tract 1156; Maricopa County; Arizona,5137,60838,04,013,115600,04013115600,Phoenix
Census Tract 1157; Maricopa County; Arizona,7697,79757,04,013,115700,04013115700,Phoenix
Census Tract 1158.01; Maricopa County; Arizona,3754,39474,04,013,115801,04013115801,Phoenix
Census Tract 1158.02; Maricopa County; Arizona,3583,52546,04,013,115802,04013115802,Phoenix
Census Tract 1159; Maricopa County; Arizona,5849,60324,04,013,115900,04013115900,Phoenix
Census Tract 1160; Maricopa County; Arizona,6454,61130,04,013,116000,04013116000,Phoenix
Census Tract 1161; Maricopa County; Arizona,4721,45588,04,013,116100,04013116100,Phoenix
Census Tract 1162.02; Maricopa County; Arizona,4898,89825,04,013,116202,04013116202,Phoenix
Census Tract 1162.03; Maricopa County; Arizona,6851,88385,04,013,116203,04013116203,Phoenix
Census Tract 1162.04; Maricopa County; Arizona,4239,61203,04,013,116204,04013116204,Phoenix
Census Tract 1162.05; Maricopa County; Arizona,3765,60951,04,013,116205,04013116205,Phoenix
Census Tract 1163; Maricopa County; Arizona,6013,64867,04,013,116300,04013116300,Phoenix
Census Tract 1164; Maricopa County; Arizona,5870,90840,04,013,116400,04013116400,Phoenix
Census Tract 1165; Maricopa County; Arizona,4807,54946,04,013,116500,04013116500,Phoenix
Census Tract 1166.05; Maricopa County; Arizona,7143,91645,04,013,116605,04013116605,Phoenix
Census Tract 1166.06; Maricopa County; Arizona,6228,80288,04,013,116606,04013116606,Phoenix
Census Tract 1166.07; Maricopa County; Arizona,4119,103516,04,013,116607,04013116607,Phoenix
Census Tract 1166.10; Maricopa County; Arizona,7271,115415,04,013,116610,04013116610,Phoenix
Census Tract 1166.11; Maricopa County; Arizona,4338,116650,04,013,116611,04013116611,Phoenix
Census Tract 1166.12; Maricopa County; Arizona,7103,106321,04,013,116612,04013116612,Phoenix
Census Tract 1166.14; Maricopa County; Arizona,3619,59829,04,013,116614,04013116614,Phoenix
Census Tract 1166.15; Maricopa County; Arizona,4005,54309,04,013,116615,04013116615,Phoenix
Census Tract 1166.16; Maricopa County; Arizona,5103,89884,04,013,116616,04013116616,Phoenix
Census Tract 1166.17; Maricopa County; Arizona,3685,71736,04,013,116617,04013116617,Phoenix
Census Tract 1166.18; Maricopa County; Arizona,5724,103511,04,013,116618,04013116618,Phoenix
Census Tract 1166.19; Maricopa County; Arizona,5575,122500,04,013,116619,04013116619,Phoenix
Census Tract 1166.20; Maricopa County; Arizona,8440,102135,04,013,116620,04013116620,Phoenix
Census Tract 1166.21; Maricopa County; Arizona,6217,125350,04,013,116621,04013116621,Phoenix
Census Tract 1167.03; Maricopa County; Arizona,5272,115712,04,013,116703,04013116703,Phoenix
Census Tract 1167.07; Maricopa County; Arizona,3157,108194,04,013,116707,04013116707,Phoenix
Census Tract 1167.08; Maricopa County; Arizona,5406,95123,04,013,116708,04013116708,Phoenix
Census Tract 1167.09; Maricopa County; Arizona,2987,61778,04,013,116709,04013116709,Phoenix
Census Tract 1167.10; Maricopa County; Arizona,5221,146020,04,013,116710,04013116710,Phoenix
Census Tract 1167.11; Maricopa County; Arizona,2004,88750,04,013,116711,04013116711,Phoenix
Census Tract 1167.12; Maricopa County; Arizona,6922,84087,04,013,116712,04013116712,Phoenix
Census Tract 1167.13; Maricopa County; Arizona,5758,150739,04,013,116713,04013116713,Phoenix
Census Tract 1167.14; Maricopa County; Arizona,3580,117019,04,013,116714,04013116714,Phoenix
Census Tract 1167.15; Maricopa County; Arizona,1764,106875,04,013,116715,04013116715,Phoenix
Census Tract 1167.17; Maricopa County; Arizona,3438,61893,04,013,116717,04013116717,Phoenix
Census Tract 1167.18; Maricopa County; Arizona,2634,75750,04,013,116718,04013116718,Phoenix
Census Tract 1167.19; Maricopa County; Arizona,6749,109236,04,013,116719,04013116719,Phoenix
Census Tract 1167.20; Maricopa County; Arizona,4122,92863,04,013,116720,04013116720,Phoenix
Census Tract 1167.21; Maricopa County; Arizona,3557,107969,04,013,116721,04013116721,Phoenix
Census Tract 1167.25; Maricopa County; Arizona,4999,115365,04,013,116725,04013116725,Phoenix
Census Tract 1167.27; Maricopa County; Arizona,3818,155208,04,013,116727,04013116727,Phoenix
Census Tract 1167.28; Maricopa County; Arizona,5392,190891,04,013,116728,04013116728,Phoenix
Census Tract 1167.29; Maricopa County; Arizona,3793,162552,04,013,116729,04013116729,Phoenix
Census Tract 1167.30; Maricopa County; Arizona,1827,140729,04,013,116730,04013116730,Phoenix
Census Tract 1167.31; Maricopa County; Arizona,3497,161167,04,013,116731,04013116731,Phoenix
Census Tract 1167.32; Maricopa County; Arizona,4214,82109,04,013,116732,04013116732,Phoenix
Census Tract 1167.33; Maricopa County; Arizona,8,-666666666,04,013,116733,04013116733,Phoenix
Census Tract 1167.34; Maricopa County; Arizona,1488,107984,04,013,116734,04013116734,Phoenix
Census Tract 1167.35; Maricopa County; Arizona,2988,56392,04,013,116735,04013116735,Phoenix
Census Tract 1167.36; Maricopa County; Arizona,3387,60528,04,013,116736,04013116736,Phoenix
Census Tract 1167.37; Maricopa County; Arizona,3540,124330,04,013,116737,04013116737,Phoenix
Census Tract 1167.38; Maricopa County; Arizona,6603,106586,04,013,116738,04013116738,Phoenix
Census Tract 1168; Maricopa County; Arizona,2447,54141,04,013,116800,04013116800,Phoenix
Census Tract 1169; Maricopa County; Arizona,2763,56250,04,013,116900,04013116900,Phoenix
Census Tract 1170; Maricopa County; Arizona,6417,50968,04,013,117000,04013117000,Phoenix
Census Tract 1171; Maricopa County; Arizona,3029,77875,04,013,117100,04013117100,Phoenix
Census Tract 1172; Maricopa County; Arizona,1125,65735,04,013,117200,04013117200,Phoenix
Census Tract 1173; Maricopa County; Arizona,2283,40833,04,013,117300,04013117300,Phoenix
Census Tract 2168.06; Maricopa County; Arizona,3104,109597,04,013,216806,04013216806,Phoenix
Census Tract 2168.07; Maricopa County; Arizona,5085,153977,04,013,216807,04013216807,Phoenix
Census Tract 2168.09; Maricopa County; Arizona,4601,163571,04,013,216809,04013216809,Phoenix
Census Tract 2168.10; Maricopa County; Arizona,1679,80046,04,013,216810,04013216810,Phoenix
Census Tract 2168.13; Maricopa County; Arizona,4442,107313,04,013,216813,04013216813,Phoenix
Census Tract 2168.16; Maricopa County; Arizona,6505,118796,04,013,216816,04013216816,Phoenix
Census Tract 2168.19; Maricopa County; Arizona,6546,119504,04,013,216819,04013216819,Phoenix
Census Tract 2168.20; Maricopa County; Arizona,4284,84891,04,013,216820,04013216820,Phoenix
Census Tract 2168.21; Maricopa County; Arizona,5673,116618,04,013,216821,04013216821,Phoenix
Census Tract 2168.22; Maricopa County; Arizona,4835,159662,04,013,216822,04013216822,Phoenix
Census Tract 2168.26; Maricopa County; Arizona,4999,91463,04,013,216826,04013216826,Phoenix
Census Tract 2168.29; Maricopa County; Arizona,5565,185625,04,013,216829,04013216829,Phoenix
Census Tract 2168.30; Maricopa County; Arizona,3036,67303,04,013,216830,04013216830,Phoenix
Census Tract 2168.31; Maricopa County; Arizona,2505,123375,04,013,216831,04013216831,Phoenix
Census Tract 2168.32; Maricopa County; Arizona,2551,95838,04,013,216832,04013216832,Phoenix
Census Tract 2168.33; Maricopa County; Arizona,3869,84466,04,013,216833,04013216833,Phoenix
Census Tract 2168.34; Maricopa County; Arizona,3320,140069,04,013,216834,04013216834,Phoenix
Census Tract 2168.35; Maricopa County; Arizona,2422,96750,04,013,216835,04013216835,Phoenix
Census Tract 2168.36; Maricopa County; Arizona,3763,121395,04,013,216836,04013216836,Phoenix
Census Tract 2168.37; Maricopa County; Arizona,4786,71961,04,013,216837,04013216837,Phoenix
Census Tract 2168.38; Maricopa County; Arizona,5639,165259,04,013,216838,04013216838,Phoenix
Census Tract 2168.39; Maricopa County; Arizona,3852,160294,04,013,216839,04013216839,Phoenix
Census Tract 2168.40; Maricopa County; Arizona,5598,143500,04,013,216840,04013216840,Phoenix
Census Tract 2168.41; Maricopa County; Arizona,4335,115553,04,013,216841,04013216841,Phoenix
Census Tract 2168.42; Maricopa County; Arizona,3698,156524,04,013,216842,04013216842,Phoenix
Census Tract 2168.43; Maricopa County; Arizona,3716,153162,04,013,216843,04013216843,Phoenix
Census Tract 2168.44; Maricopa County; Arizona,4030,101863,04,013,216844,04013216844,Phoenix
Census Tract 2168.45; Maricopa County; Arizona,3040,78466,04,013,216845,04013216845,Phoenix
Census Tract 2168.49; Maricopa County; Arizona,6298,196667,04,013,216849,04013216849,Phoenix
Census Tract 2168.50; Maricopa County; Arizona,5160,87629,04,013,216850,04013216850,Phoenix
Census Tract 2168.51; Maricopa County; Arizona,4261,203618,04,013,216851,04013216851,Phoenix
Census Tract 2168.52; Maricopa County; Arizona,3189,75652,04,013,216852,04013216852,Phoenix
Census Tract 2168.53; Maricopa County; Arizona,5389,96012,04,013,216853,04013216853,Phoenix
Census Tract 2168.54; Maricopa County; Arizona,4344,205125,04,013,216854,04013216854,Phoenix
Census Tract 2168.55; Maricopa County; Arizona,3903,175694,04,013,216855,04013216855,Phoenix
Census Tract 2168.56; Maricopa County; Arizona,2621,106875,04,013,216856,04013216856,Phoenix
Census Tract 2168.57; Maricopa County; Arizona,4644,84817,04,013,216857,04013216857,Phoenix
Census Tract 2168.58; Maricopa County; Arizona,0,-666666666,04,013,216858,04013216858,Phoenix
Census Tract 2168.59; Maricopa County; Arizona,7179,218929,04,013,216859,04013216859,Phoenix
Census Tract 2168.60; Maricopa County; Arizona,2549,91611,04,013,216860,04013216860,Phoenix
Census Tract 2168.61; Maricopa County; Arizona,4307,181100,04,013,216861,04013216861,Phoenix
Census Tract 2169.01; Maricopa County; Arizona,3449,96537,04,013,216901,04013216901,Phoenix
Census Tract 2169.02; Maricopa County; Arizona,3387,97500,04,013,216902,04013216902,Phoenix
Census Tract 2170.01; Maricopa County; Arizona,4411,92910,04,013,217001,04013217001,Phoenix
Census Tract 2170.02; Maricopa County; Arizona,4409,88673,04,013,217002,04013217002,Phoenix
Census Tract 2171.01; Maricopa County; Arizona,2434,74188,04,013,217101,04013217101,Phoenix
Census Tract 2171.02; Maricopa County; Arizona,2917,126199,04,013,217102,04013217102,Phoenix
Census Tract 2172.01; Maricopa County; Arizona,2179,89385,04,013,217201,04013217201,Phoenix
Census Tract 2172.03; Maricopa County; Arizona,3927,79046,04,013,217203,04013217203,Phoenix
Census Tract 2172.04; Maricopa County; Arizona,2922,63598,04,013,217204,04013217204,Phoenix
Census Tract 2173; Maricopa County; Arizona,4669,130086,04,013,217300,04013217300,Phoenix
Census Tract 2174; Maricopa County; Arizona,3461,82859,04,013,217400,04013217400,Phoenix
Census Tract 2175.01; Maricopa County; Arizona,3273,50769,04,013,217501,04013217501,Phoenix
Census Tract 2175.02; Maricopa County; Arizona,3894,107845,04,013,217502,04013217502,Phoenix
Census Tract 2176; Maricopa County; Arizona,4553,82653,04,013,217600,04013217600,Phoenix
Census Tract 2177; Maricopa County; Arizona,4495,83599,04,013,217700,04013217700,Phoenix
Census Tract 2178; Maricopa County; Arizona,5861,82851,04,013,217800,04013217800,Phoenix
Census Tract 2179; Maricopa County; Arizona,3846,118086,04,013,217900,04013217900,Phoenix
Census Tract 2180; Maricopa County; Arizona,5134,85760,04,013,218000,04013218000,Phoenix
Census Tract 2181; Maricopa County; Arizona,2206,90417,04,013,218100,04013218100,Phoenix
Census Tract 2182; Maricopa County; Arizona,6914,102875,04,013,218200,04013218200,Phoenix
Census Tract 2183; Maricopa County; Arizona,4329,70899,04,013,218300,04013218300,Phoenix
Census Tract 3184; Maricopa County; Arizona,5608,62383,04,013,318400,04013318400,Phoenix
Census Tract 3185.01; Maricopa County; Arizona,3707,72281,04,013,318501,04013318501,Phoenix
Census Tract 3187; Maricopa County; Arizona,5644,48167,04,013,318700,04013318700,Phoenix
Census Tract 3188; Maricopa County; Arizona,7898,62942,04,013,318800,04013318800,Phoenix
Census Tract 3189; Maricopa County; Arizona,6428,80976,04,013,318900,04013318900,Phoenix
Census Tract 3190.01; Maricopa County; Arizona,3727,-666666666,04,013,319001,04013319001,Phoenix
Census Tract 3190.02; Maricopa County; Arizona,5217,75444,04,013,319002,04013319002,Phoenix
Census Tract 3191.01; Maricopa County; Arizona,3644,26995,04,013,319101,04013319101,Phoenix
Census Tract 3191.03; Maricopa County; Arizona,5031,54366,04,013,319103,04013319103,Phoenix
Census Tract 3191.04; Maricopa County; Arizona,7229,61028,04,013,319104,04013319104,Phoenix
Census Tract 3192.01; Maricopa County; Arizona,7571,51977,04,013,319201,04013319201,Phoenix
Census Tract 3192.02; Maricopa County; Arizona,3773,40577,04,013,319202,04013319202,Phoenix
Census Tract 3193; Maricopa County; Arizona,2322,49795,04,013,319300,04013319300,Phoenix
Census Tract 3194.01; Maricopa County; Arizona,6767,99199,04,013,319401,04013319401,Phoenix
Census Tract 3194.02; Maricopa County; Arizona,4096,89183,04,013,319402,04013319402,Phoenix
Census Tract 3194.03; Maricopa County; Arizona,4713,93825,04,013,319403,04013319403,Phoenix
Census Tract 3194.04; Maricopa County; Arizona,3469,100129,04,013,319404,04013319404,Phoenix
Census Tract 3195; Maricopa County; Arizona,6553,102000,04,013,319500,04013319500,Phoenix
Census Tract 3196; Maricopa County; Arizona,5865,88860,04,013,319600,04013319600,Phoenix
Census Tract 3197.05; Maricopa County; Arizona,3988,85568,04,013,319705,04013319705,Phoenix
Census Tract 3197.06; Maricopa County; Arizona,5634,66638,04,013,319706,04013319706,Phoenix
Census Tract 3197.07; Maricopa County; Arizona,0,-666666666,04,013,319707,04013319707,Phoenix
Census Tract 3197.08; Maricopa County; Arizona,4243,70855,04,013,319708,04013319708,Phoenix
Census Tract 3197.09; Maricopa County; Arizona,0,-666666666,04,013,319709,04013319709,Phoenix
Census Tract 3197.10; Maricopa County; Arizona,2430,72282,04,013,319710,04013319710,Phoenix
Census Tract 3198.01; Maricopa County; Arizona,3023,61385,04,013,319801,04013319801,Phoenix
Census Tract 3198.02; Maricopa County; Arizona,3662,60924,04,013,319802,04013319802,Phoenix
Census Tract 3199.02; Maricopa County; Arizona,2770,68186,04,013,319902,04013319902,Phoenix
Census Tract 3199.03; Maricopa County; Arizona,5367,100567,04,013,319903,04013319903,Phoenix
Census Tract 3199.04; Maricopa County; Arizona,5060,126310,04,013,319904,04013319904,Phoenix
