GEOID,PC1,PC2,PC3,PC4,PC5,PC6,PC7
48201421101,2.915751514301637,6.096447811409511,0.16122769249111138,1.1773369652277597,0.44965692951722197,1.7442414484362272,0.788245598900544
48201423301,0.9739367874297411,-4.147162324644934,2.5875652308334796,-1.5335735176538876,1.7510546404973988,0.10196631423340924,0.02063174722505491
48201453401,3.0787839763139853,-3.900162670585304,1.4448406728719652,-0.7496091745097496,2.1491126432095466,-1.0923691428350728,-1.5635473899847947
48201331100,-1.8479174215629341,-0.38734002034388015,0.6853841404043415,2.691591053933005,0.5674117672465568,-1.4302389517200962,1.091452529163905
48201331200,-8.040803022109595,0.5374464182629972,-0.16553938037046753,0.3585087859484352,-1.711267420079715,-2.9407126268121004,0.7884638688911072
48201331300,-7.514362103051245,2.284482942835455,1.978149267561981,2.459090823079193,-1.0312036581834938,-1.2785254182493855,0.15225907075989645
48201331400,-10.204460794736164,3.0560294279525944,3.317950422054199,2.2877290821590663,-0.14369102377026682,-3.8290273179438894,-1.6874213042646617
48201321700,-1.0059950309076409,-2.644961887316302,1.7379233369591898,1.7669651507061168,-0.22876805253218252,0.1605521449248552,-0.0026172142915131848
48201521402,1.0302771722201924,-4.1011627253392655,1.9242518395840476,-0.8233159213729291,0.9089264994488248,-0.9805448811838193,1.074299011603054
48201250901,-8.222588354204216,-1.3016048513750362,-6.121849448284148,-4.442312776937959,2.056130023063755,3.763810366219561,-1.0135796970913056
48201520501,2.2360349018411507,4.2624491798277715,2.2206955991306594,-0.369800094074933,-0.1275600510552412,1.394911870145824,0.22030623198487373
48201521701,0.31759418900024694,3.1894971224589224,2.221249244689893,0.07485423786673558,1.0006455221783206,2.748506239672998,-0.6783319409932003
48201550201,-5.085460391773796,1.695150877432295,2.0341166624629907,-1.9075424308412305,-1.1347275010841908,2.760833622346233,1.2703958088963199
48201521702,1.6360897282104996,2.7342473686737083,1.194813611344898,-0.32419668546112745,-0.016174898550466943,2.3099453566680026,0.6960071140056201
48201520603,3.5415191101995167,0.38425357928854736,2.371464991370474,0.4144113869678151,1.0362242227846763,-0.3561255440559547,-0.11208733557763334
48201521201,2.977314060397758,1.5520739199030675,0.3067752460852261,-0.6967040085544711,0.08130068558482464,-1.2401943621381846,2.6591179255912114
48201532004,-1.9204445272585655,-1.2450210803466568,2.109078343974082,-0.9559900932694896,0.8975805761093599,0.7235987125805331,0.5780356429656529
48201532003,0.32148976640400606,0.6767284425310437,2.796368737520859,-2.2074936215394096,0.6991357391024189,0.47657245202946436,0.044628769003473526
48201232701,-9.766269779443881,1.639475400841269,-4.263098882834487,-2.3559921216048636,-2.7060274053448343,-2.6537017060023835,0.9988791660195735
48201420600,0.029685396524530634,-4.986616905494647,0.022604880142255337,2.860658597101513,1.6402270259217147,1.0753508739831834,-1.4357699731562918
48201420700,0.9130345958968035,-5.0330414467814695,0.2736013915651356,1.8128255082390055,1.2035483957861102,0.4343466310484306,-0.8222567809461384
48201314001,2.4005593302846213,3.5337740264855837,-3.4856416200496803,2.6541939243849644,2.772351312668743,-0.550882059573227,1.8283286373252592
48201320602,0.05623622011637393,-3.3930530077122207,-0.9847263173047409,1.5331975330766507,-0.8960655216144726,1.837512677815031,-3.019267359836056
48201450100,1.3727419800970875,-5.207094709419923,-0.9773961726226083,-3.0454114555227325,1.2077801543358513,1.417635459695425,0.4350052680212241
48201433400,-2.260494895526669,-1.512503154306866,2.935204121421331,-0.3402085143397142,3.475196356464215,2.757946191015447,-1.5089047814244887
